Date,Pixel Row,Pixel Col,Red,Green,Blue,Chlorophyll,Plant Health
09.20.2024,8537,11927,0.7372549019607844,0.7803921568627451,0.7803921568627451,21.3,3.0
09.20.2024,8789,13845,0.5529411764705883,0.592156862745098,0.5019607843137255,23.6,3.0
09.20.2024,8428,14914,0.6352941176470588,0.5725490196078431,0.5490196078431373,34.8,2.0
09.20.2024,9244,17514,0.4666666666666667,0.6,0.396078431372549,27.0,2.0
09.20.2024,10288,18449,0.6627450980392157,0.5176470588235295,0.3607843137254902,23.6,3.0
09.20.2024,10138,16696,0.4823529411764706,0.4549019607843137,0.3843137254901961,32.1,2.0
09.20.2024,8610,15645,0.49411764705882355,0.4235294117647059,0.38823529411764707,28.3,3.0
09.20.2024,7532,14675,0.43137254901960786,0.5450980392156862,0.37254901960784315,24.7,2.0
09.20.2024,6801,15340,0.4588235294117647,0.4196078431372549,0.3803921568627451,26.2,2.0
09.20.2024,7368,15867,0.4980392156862745,0.5058823529411764,0.47058823529411764,18.5,3.0
09.20.2024,7830,16368,0.5450980392156862,0.5254901960784314,0.47843137254901963,20.0,4.0
09.20.2024,10049,18104,0.3764705882352941,0.34509803921568627,0.24313725490196078,23.0,3.0
09.20.2024,10158,18646,0.6666666666666666,0.6274509803921569,0.592156862745098,24.6,3.0
09.20.2024,9339,19480,0.6705882352941176,0.6509803921568628,0.6352941176470588,23.7,2.0
09.20.2024,8395,19071,0.48627450980392156,0.4980392156862745,0.43529411764705883,29.0,3.0
09.20.2024,6848,18156,0.6039215686274509,0.5843137254901961,0.592156862745098,21.5,2.0
09.20.2024,6251,18504,0.6509803921568628,0.6392156862745098,0.6313725490196078,28.9,3.0
10.04.2024,17521,7730,0.3137254901960784,0.34509803921568627,0.1843137254901961,41.4,2.0
10.04.2024,16707,7087,0.5529411764705883,0.5019607843137255,0.5019607843137255,29.6,3.0
10.04.2024,14598,5777,0.4,0.3568627450980392,0.3254901960784314,40.7,22.0
10.04.2024,14162,5868,0.12941176470588237,0.16862745098039217,0.027450980392156862,33.5,4.0
10.04.2024,17221,9046,0.1803921568627451,0.18823529411764706,0.12549019607843137,40.1,1.0
10.04.2024,15790,8395,0.10588235294117647,0.06666666666666667,0.06274509803921569,41.5,3.0
10.04.2024,14196,7110,0.34901960784313724,0.32941176470588235,0.3058823529411765,39.4,4.0
10.04.2024,12834,7678,0.10980392156862745,0.12549019607843137,0.1411764705882353,40.1,2.0
10.04.2024,12834,7678,0.10980392156862745,0.12549019607843137,0.1411764705882353,38.9,3.0
10.04.2024,11440,6841,0.3176470588235294,0.3176470588235294,0.2901960784313726,41.6,3.0
10.04.2024,13720,9875,0.42745098039215684,0.4470588235294118,0.3058823529411765,21.5,4.0
10.04.2024,14594,10775,0.43137254901960786,0.5215686274509804,0.23529411764705882,36.0,3.0
10.04.2024,13260,9871,0.17647058823529413,0.1568627450980392,0.1450980392156863,38.3,32.0
10.04.2024,13796,11261,0.5803921568627451,0.596078431372549,0.6235294117647059,32.8,2.0
10.04.2024,12260,10044,0.22745098039215686,0.25882352941176473,0.2235294117647059,28.5,32.0
10.04.2024,11300,9348,0.3686274509803922,0.3333333333333333,0.2901960784313726,34.5,3.0
10.04.2024,10570,9027,0.34509803921568627,0.3254901960784314,0.34901960784313724,39.4,2.0
10.04.2024,9979,9047,0.06666666666666667,0.09411764705882353,0.0784313725490196,39.8,1.0
10.04.2024,10307,10612,0.29411764705882354,0.21568627450980393,0.17647058823529413,30.9,3.0
10.04.2024,9396,10599,0.33725490196078434,0.3803921568627451,0.2823529411764706,35.7,3.0
10.04.2024,10320,11234,0.4588235294117647,0.4117647058823529,0.4235294117647059,36.2,2.0
10.04.2024,12360,12501,0.17647058823529413,0.16470588235294117,0.18823529411764706,25.0,4.0
10.04.2024,12982,12760,0.17647058823529413,0.24313725490196078,0.1450980392156863,31.4,4.0
10.04.2024,12950,13558,0.33725490196078434,0.33725490196078434,0.28627450980392155,36.0,3.0
10.04.2024,12321,12941,0.20392156862745098,0.1411764705882353,0.10588235294117647,35.5,2.0
10.04.2024,10152,10987,0.23137254901960785,0.26666666666666666,0.20392156862745098,33.8,3.0
10.04.2024,9176,10402,0.24313725490196078,0.29411764705882354,0.10588235294117647,35.5,2.0
10.04.2024,9323,10207,0.10196078431372549,0.10980392156862745,0.08235294117647059,33.7,3.0
10.04.2024,8914,11944,0.27450980392156865,0.30980392156862746,0.1803921568627451,36.2,3.0
10.04.2024,8727,13013,0.45098039215686275,0.4,0.35294117647058826,35.0,3.0
10.04.2024,9140,13647,0.1450980392156863,0.09803921568627451,0.050980392156862744,32.5,3.0
10.04.2024,9761,13958,0.11764705882352941,0.10980392156862745,0.09019607843137255,36.9,3.0
10.04.2024,10252,14368,0.44313725490196076,0.4549019607843137,0.3843137254901961,33.5,2.0
10.04.2024,11034,15014,0.22745098039215686,0.23137254901960785,0.11764705882352941,34.7,3.0
10.04.2024,11115,15379,0.35294117647058826,0.34901960784313724,0.23921568627450981,35.6,3.0
10.04.2024,11635,15637,0.7843137254901961,0.6901960784313725,0.5803921568627451,39.7,2.0
10.04.2024,10936,16423,0.5254901960784314,0.4745098039215686,0.44313725490196076,38.7,2.0
10.04.2024,9629,15630,0.35294117647058826,0.2980392156862745,0.30196078431372547,37.7,3.0
10.04.2024,7515,15359,0.39215686274509803,0.34901960784313724,0.34901960784313724,33.1,3.0
10.04.2024,7287,14874,0.44313725490196076,0.4196078431372549,0.40784313725490196,44.5,3.0
10.04.2024,6676,14521,0.44313725490196076,0.43529411764705883,0.41568627450980394,32.5,3.0
10.04.2024,6939,14734,0.5215686274509804,0.4470588235294118,0.4235294117647059,32.2,2.0
10.04.2024,7499,15105,0.29411764705882354,0.28627450980392155,0.2823529411764706,34.2,2.0
10.04.2024,7284,15204,0.4588235294117647,0.42745098039215684,0.44313725490196076,30.0,4.0
10.04.2024,7115,17243,0.4745098039215686,0.4588235294117647,0.43137254901960786,39.0,3.0
10.04.2024,7989,17887,0.2980392156862745,0.3333333333333333,0.18823529411764706,40.4,3.0
10.04.2024,10349,17235,0.5411764705882353,0.5294117647058824,0.5333333333333333,36.8,2.0
10.04.2024,9858,16907,0.6235294117647059,0.5294117647058824,0.40784313725490196,39.4,4.0
10.11.2024,17701,8734,0.4392156862745098,0.4823529411764706,0.3411764705882353,38.2,2.0
10.11.2024,16439,7647,0.5019607843137255,0.4666666666666667,0.39215686274509803,36.6,2.0
10.11.2024,14680,6361,0.5725490196078431,0.5333333333333333,0.403921568627451,36.0,1.0
10.11.2024,14016,5932,0.5294117647058824,0.6039215686274509,0.4117647058823529,39.2,2.0
10.11.2024,13856,5525,0.43529411764705883,0.3764705882352941,0.2901960784313726,38.0,1.0
10.11.2024,13170,5879,0.19607843137254902,0.21176470588235294,0.1450980392156863,35.9,2.0
10.11.2024,13705,6213,0.3411764705882353,0.3607843137254902,0.25098039215686274,36.6,3.0
10.11.2024,14368,6869,0.1843137254901961,0.18823529411764706,0.10980392156862745,40.0,1.0
10.11.2024,13956,7254,0.4235294117647059,0.4117647058823529,0.27450980392156865,38.3,2.0
10.11.2024,15115,8294,0.611764705882353,0.6431372549019608,0.48627450980392156,39.1,2.0
10.11.2024,16479,9700,0.5607843137254902,0.5137254901960784,0.403921568627451,36.5,2.0
10.11.2024,15966,10603,0.6196078431372549,0.5490196078431373,0.47058823529411764,40.2,2.0
10.11.2024,15166,9835,0.7215686274509804,0.6823529411764706,0.611764705882353,34.4,1.0
10.11.2024,13888,8868,0.5490196078431373,0.5137254901960784,0.3843137254901961,37.1,1.0
10.11.2024,12860,7934,0.27058823529411763,0.25882352941176473,0.21176470588235294,40.5,2.0
10.11.2024,11787,7464,0.5176470588235295,0.4549019607843137,0.4235294117647059,43.0,2.0
10.11.2024,12087,7727,0.45098039215686275,0.4235294117647059,0.3568627450980392,46.1,1.0
10.11.2024,13538,8906,0.3254901960784314,0.26666666666666666,0.2196078431372549,34.6,3.0
10.11.2024,13999,9242,0.5490196078431373,0.47058823529411764,0.3764705882352941,37.1,2.0
10.11.2024,15024,10240,0.42745098039215684,0.3568627450980392,0.2549019607843137,40.5,1.0
10.11.2024,14751,10886,0.4666666666666667,0.4588235294117647,0.3137254901960784,43.0,3.0
10.11.2024,14999,11585,0.596078431372549,0.5450980392156862,0.4235294117647059,46.1,2.0
10.11.2024,14148,10995,0.4588235294117647,0.4235294117647059,0.3215686274509804,34.6,1.0
10.11.2024,12778,9994,0.4549019607843137,0.43529411764705883,0.27058823529411763,36.2,2.0
10.11.2024,12099,10491,0.596078431372549,0.5882352941176471,0.47058823529411764,40.3,3.0
10.11.2024,12149,9300,0.7607843137254902,0.6470588235294118,0.5529411764705883,32.5,2.0
10.11.2024,12231,9138,0.3764705882352941,0.33725490196078434,0.2901960784313726,41.1,2.0
10.11.2024,11413,8346,0.30196078431372547,0.27058823529411763,0.21568627450980393,36.6,2.0
10.11.2024,11162,8513,0.41568627450980394,0.43137254901960786,0.23529411764705882,40.1,1.0
10.11.2024,11857,9103,0.7725490196078432,0.7333333333333333,0.6549019607843137,33.4,1.0
10.11.2024,12845,9849,0.4470588235294118,0.49019607843137253,0.2901960784313726,35.4,1.0
10.11.2024,13678,10480,0.596078431372549,0.6196078431372549,0.44313725490196076,44.2,1.0
10.11.2024,14893,11421,0.4627450980392157,0.45098039215686275,0.34901960784313724,41.0,1.0
10.11.2024,14413,12529,0.7529411764705882,0.6862745098039216,0.5686274509803921,42.5,2.0
10.11.2024,13422,12180,0.5647058823529412,0.5882352941176471,0.41568627450980394,37.5,2.0
10.11.2024,12227,10597,0.6862745098039216,0.6196078431372549,0.4980392156862745,37.9,2.0
10.11.2024,9952,10935,0.4196078431372549,0.3843137254901961,0.2901960784313726,43.1,3.0
10.11.2024,9684,10691,0.6666666666666666,0.7372549019607844,0.5450980392156862,37.1,3.0
10.11.2024,9341,11993,0.39215686274509803,0.40784313725490196,0.26666666666666666,38.7,1.0
10.11.2024,10819,13449,0.6274509803921569,0.5764705882352941,0.5137254901960784,37.2,2.0
10.11.2024,10935,15403,0.6980392156862745,0.6470588235294118,0.6039215686274509,40.3,3.0
10.11.2024,9771,15356,0.38823529411764707,0.42745098039215684,0.3137254901960784,38.0,1.0
10.11.2024,9245,14937,0.5294117647058824,0.48627450980392156,0.4392156862745098,40.9,2.0
10.11.2024,8057,13702,0.5215686274509804,0.47058823529411764,0.3686274509803922,47.6,2.0
10.11.2024,9083,13573,0.6,0.5254901960784314,0.48627450980392156,43.7,2.0
10.11.2024,10172,12948,0.5843137254901961,0.5843137254901961,0.4823529411764706,36.6,1.0
10.11.2024,11530,12375,0.4392156862745098,0.36470588235294116,0.27450980392156865,35.6,1.0
10.11.2024,12832,11510,0.5568627450980392,0.5372549019607843,0.4588235294117647,38.0,1.0
10.11.2024,14711,9905,0.5058823529411764,0.5882352941176471,0.41568627450980394,37.8,2.0
10.11.2024,16544,9764,0.5372549019607843,0.5137254901960784,0.4196078431372549,35.7,1.0
